_id,crime_id,timestamp,location.type,location.coordinates[0],location.coordinates[1],crime_type,description,severity,status,officer_in_charge.name,officer_in_charge.badge,evidence[0],evidence[1],evidence[2],tags[0],tags[1],tags[2],witnesses[0].name,witnesses[1].name,witnesses[2].name,witnesses[0].contact,witnesses[1].contact,witnesses[2].contact
67e0f450f10dbf0e224c9e94,CID_806,2025-03-11T05:43:10.615Z,Point,80.143752,12.923031,Kidnapping,Abduction case reported,Critical,Under Investigation,Inspector Suresh,TNPD-330,CCTV Footage,DNA Sample,,day,financial,night,Person 61,Person 32,Person 51,+917875658731,+917988913071,+918843802384
67e0f450f10dbf0e224c9e95,CID_807,2025-03-13T05:43:10.615Z,Point,80.142826,12.96032,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Open,Officer Anita,TNPD-592,DNA Sample,,,cyber,,,Person 38,,,+919291404563,,
67e0f450f10dbf0e224c9e96,CID_808,2025-03-16T05:43:10.615Z,Point,80.271052,13.022986,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Inspector Suresh,TNPD-121,Eyewitness Testimony,DNA Sample,Phone Records,night,,,,,,,,
67e0f450f10dbf0e224c9e97,CID_809,2025-03-04T05:43:10.615Z,Point,80.181728,12.945435,Cyber Crime,Unauthorized access to personal data,Medium,Open,Officer Arjun,TNPD-991,CCTV Footage,,,day,,,Person 62,,,+918638149243,,
67e0f450f10dbf0e224c9e98,CID_810,2025-03-16T05:43:10.615Z,Point,80.236526,12.905891,Kidnapping,Child kidnapping attempt foiled,Critical,Under Investigation,Inspector Suresh,TNPD-885,Weapon Found,Eyewitness Testimony,Phone Records,public_disturbance,organized_crime,,,,,,,
67e0f450f10dbf0e224c9e99,CID_811,2025-02-24T05:43:10.615Z,Point,80.100083,13.039109,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Under Investigation,Officer Anita,TNPD-382,Weapon Found,Phone Records,Eyewitness Testimony,day,public_disturbance,violence,,,,,,
67e0f450f10dbf0e224c9e9a,CID_812,2025-03-11T05:43:10.615Z,Point,80.195396,13.031957,Arson,Deliberate fire set in warehouse,High,Under Investigation,Inspector Suresh,TNPD-161,Weapon Found,Phone Records,,narcotics,,,Person 54,Person 4,Person 39,+917034410095,+918678975948,+916211689330
67e0f450f10dbf0e224c9e9b,CID_813,2025-03-11T05:43:10.615Z,Point,80.186812,12.922846,Theft,Snatch theft near ATM,Medium,Under Investigation,Inspector Suresh,TNPD-763,DNA Sample,,,cyber,,,,,,,,
67e0f450f10dbf0e224c9e9c,CID_814,2025-03-22T05:43:10.615Z,Point,80.19547,12.934772,Assault,Physical altercation outside a pub,High,Under Investigation,Sub-Inspector Kumar,TNPD-121,Phone Records,DNA Sample,,day,violence,,Person 34,,,+918857724473,,
67e0f450f10dbf0e224c9e9d,CID_815,2025-03-14T05:43:10.615Z,Point,80.182238,12.901108,Arson,Deliberate fire set in warehouse,High,Under Investigation,Inspector Suresh,TNPD-272,CCTV Footage,Phone Records,,public_disturbance,financial,,Person 54,,,+919687483432,,
67e0f450f10dbf0e224c9e9e,CID_816,2025-03-10T05:43:10.615Z,Point,80.269919,13.014095,Vandalism,Graffiti on government buildings,Low,Under Investigation,Inspector Suresh,TNPD-998,Weapon Found,,,night,cyber,organized_crime,Person 72,Person 3,,+918947076377,+919205273662,
67e0f450f10dbf0e224c9e9f,CID_817,2025-03-08T05:43:10.615Z,Point,80.194582,12.950477,Drug Possession,Drug trade suspected in abandoned house,High,Pending Review,Narcotics Officer Surya,TNPD-612,Eyewitness Testimony,,,night,organized_crime,,Person 80,,,+918518315810,,
67e0f450f10dbf0e224c9ea0,CID_818,2025-03-06T05:43:10.615Z,Point,80.180658,13.092053,Drug Possession,Illegal substances found during routine check,High,Under Investigation,Narcotics Officer Surya,TNPD-706,Phone Records,Eyewitness Testimony,DNA Sample,cyber,,,Person 2,Person 88,Person 52,+918336887140,+917651986642,+916210388982
67e0f450f10dbf0e224c9ea1,CID_819,2025-03-02T05:43:10.615Z,Point,80.130521,12.962271,Rape,Victim assaulted in an alley,Critical,Open,Inspector Ramesh,TNPD-909,CCTV Footage,Eyewitness Testimony,,violence,,,Person 9,Person 59,,+916625181634,+916391784039,
67e0f450f10dbf0e224c9ea2,CID_820,2025-03-10T05:43:10.615Z,Point,80.111555,12.971271,Theft,Pickpocketing at railway station,Medium,Under Investigation,Officer Vijay,TNPD-264,CCTV Footage,,,street_crime,,,,,,,,
67e0f450f10dbf0e224c9ea3,CID_821,2025-03-10T05:43:10.615Z,Point,80.145246,12.992857,Vandalism,Car vandalism in parking lot,Low,Under Investigation,Inspector Suresh,TNPD-207,Phone Records,Eyewitness Testimony,,property_crime,,,Person 35,Person 30,,+916075526943,+919069364952,
67e0f450f10dbf0e224c9ea4,CID_822,2025-02-25T05:43:10.615Z,Point,80.182059,13.004689,Drug Possession,Drug trade suspected in abandoned house,High,Pending Review,Narcotics Officer Surya,TNPD-199,Eyewitness Testimony,,,cyber,public_disturbance,,Person 14,Person 89,,+918106257639,+917828701394,
67e0f450f10dbf0e224c9ea5,CID_823,2025-02-28T05:43:10.615Z,Point,80.297189,13.018941,Fraud,Credit card fraud at shopping mall,Medium,Open,Inspector Meera,TNPD-685,Phone Records,,,narcotics,property_crime,,Person 100,Person 10,Person 91,+918975033326,+918775276841,+918716443641
67e0f450f10dbf0e224c9ea6,CID_824,2025-03-11T05:43:10.615Z,Point,80.129584,13.075133,Human Trafficking,Children rescued from trafficking network,Critical,Open,Narcotics Officer Surya,TNPD-959,Eyewitness Testimony,DNA Sample,CCTV Footage,street_crime,public_disturbance,,Person 48,Person 97,Person 26,+917826721973,+919899750631,+916446861507
67e0f450f10dbf0e224c9ea7,CID_825,2025-03-02T05:43:10.615Z,Point,80.269895,13.015672,Vandalism,Graffiti on government buildings,Low,Open,Officer Vijay,TNPD-134,Weapon Found,Eyewitness Testimony,,property_crime,,,Person 4,,,+916695499696,,
67e0f450f10dbf0e224c9ea8,CID_826,2025-03-05T05:43:10.615Z,Point,80.12774,12.962454,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Open,Sub-Inspector Kumar,TNPD-279,Weapon Found,,,financial,day,street_crime,,,,,,
67e0f450f10dbf0e224c9ea9,CID_827,2025-03-10T05:43:10.615Z,Point,80.227076,13.077789,Extortion,Criminal gang demanding protection money,High,Open,Officer Priya,TNPD-776,CCTV Footage,Weapon Found,DNA Sample,violence,property_crime,,,,,,,
67e0f450f10dbf0e224c9eaa,CID_828,2025-02-27T05:43:10.615Z,Point,80.286722,13.051649,Drug Possession,Illegal substances found during routine check,High,Open,Narcotics Officer Surya,TNPD-163,DNA Sample,,,street_crime,,,Person 10,,,+919818371084,,
67e0f450f10dbf0e224c9eab,CID_829,2025-03-16T05:43:10.615Z,Point,80.277052,13.027095,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Inspector Suresh,TNPD-994,Eyewitness Testimony,Weapon Found,,violence,property_crime,public_disturbance,Person 31,Person 52,Person 26,+916115027233,+918425593263,+919359875783
67e0f450f10dbf0e224c9eac,CID_830,2025-03-09T05:43:10.615Z,Point,80.162895,12.99068,Vandalism,Car vandalism in parking lot,Low,Under Investigation,Inspector Suresh,TNPD-352,DNA Sample,,,cyber,narcotics,night,Person 74,,,+919135630790,,
67e0f450f10dbf0e224c9ead,CID_831,2025-03-24T05:43:10.615Z,Point,80.297483,12.920363,Rape,Sexual assault reported near isolated area,Critical,Under Investigation,Inspector Ramesh,TNPD-485,DNA Sample,CCTV Footage,Eyewitness Testimony,cyber,financial,,,,,,,
67e0f450f10dbf0e224c9eae,CID_832,2025-03-23T05:43:10.615Z,Point,80.118782,13.098348,Vandalism,Car vandalism in parking lot,Low,Closed,Officer Vijay,TNPD-228,CCTV Footage,Eyewitness Testimony,DNA Sample,violence,,,Person 64,Person 40,,+916947266161,+918219396504,
67e0f450f10dbf0e224c9eaf,CID_833,2025-03-20T05:43:10.615Z,Point,80.259005,13.036235,Assault,Domestic violence reported,High,Pending Review,Sub-Inspector Kumar,TNPD-289,CCTV Footage,,,public_disturbance,cyber,night,Person 71,,,+916220895194,,
67e0f450f10dbf0e224c9eb0,CID_834,2025-02-24T05:43:10.615Z,Point,80.21602,12.952909,Human Trafficking,Illegal trafficking operation uncovered,Critical,Open,Officer Dinesh,TNPD-623,Eyewitness Testimony,,,property_crime,cyber,street_crime,Person 88,,,+919171734254,,
67e0f450f10dbf0e224c9eb1,CID_835,2025-03-13T05:43:10.615Z,Point,80.162133,12.953062,Fraud,Credit card fraud at shopping mall,Medium,Open,Officer Priya,TNPD-356,CCTV Footage,DNA Sample,Phone Records,narcotics,organized_crime,night,Person 82,Person 84,,+916327879102,+916685926312,
67e0f450f10dbf0e224c9eb2,CID_836,2025-03-10T05:43:10.615Z,Point,80.170851,13.018163,Rape,Attempted rape case filed,Critical,Pending Review,Inspector Ramesh,TNPD-130,DNA Sample,,,organized_crime,property_crime,financial,Person 5,Person 22,Person 81,+919832089123,+916767468839,+919825912998
67e0f450f10dbf0e224c9eb3,CID_837,2025-03-17T05:43:10.615Z,Point,80.273219,13.032579,Drug Possession,Drug trade suspected in abandoned house,High,Open,Narcotics Officer Surya,TNPD-705,Phone Records,,,day,public_disturbance,,Person 1,,,+919983477110,,
67e0f450f10dbf0e224c9eb4,CID_838,2025-03-23T05:43:10.615Z,Point,80.271908,13.046408,Fraud,Credit card fraud at shopping mall,Medium,Open,Inspector Meera,TNPD-233,DNA Sample,Phone Records,Eyewitness Testimony,narcotics,financial,,Person 36,,,+917327362235,,
67e0f450f10dbf0e224c9eb5,CID_839,2025-03-05T05:43:10.615Z,Point,80.106216,13.003781,Cyber Crime,Unauthorized access to personal data,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-405,Phone Records,Eyewitness Testimony,CCTV Footage,public_disturbance,organized_crime,day,Person 80,Person 45,Person 90,+919807168646,+917253623315,+917926530907
67e0f450f10dbf0e224c9eb6,CID_840,2025-02-28T05:43:10.615Z,Point,80.152247,12.912475,Murder,Dead body found near railway track,Critical,Under Investigation,Sub-Inspector Kumar,TNPD-941,DNA Sample,,,night,street_crime,public_disturbance,Person 8,Person 80,Person 18,+919735094192,+917156918455,+919184695961
67e0f450f10dbf0e224c9eb7,CID_841,2025-03-18T05:43:10.615Z,Point,80.147922,13.017825,Assault,Domestic violence reported,High,Under Investigation,Officer Anita,TNPD-835,Phone Records,,,night,cyber,,Person 88,Person 1,,+918321660547,+918399230324,
67e0f450f10dbf0e224c9eb8,CID_842,2025-02-24T05:43:10.615Z,Point,80.235235,13.04189,Vandalism,Car vandalism in parking lot,Low,Pending Review,Officer Vijay,TNPD-250,Weapon Found,Phone Records,,public_disturbance,day,violence,Person 63,Person 80,,+917894942937,+918493804172,
67e0f450f10dbf0e224c9eb9,CID_843,2025-03-03T05:43:10.615Z,Point,80.183651,13.02077,Cyber Crime,Unauthorized access to personal data,Medium,Pending Review,Cyber Crime Specialist Rajesh,TNPD-752,DNA Sample,Eyewitness Testimony,Weapon Found,cyber,night,violence,Person 34,Person 62,Person 11,+919781837089,+916084918864,+917144525800
67e0f450f10dbf0e224c9eba,CID_844,2025-03-02T05:43:10.615Z,Point,80.287462,12.931626,Rape,Sexual assault reported near isolated area,Critical,Open,Inspector Ramesh,TNPD-271,Eyewitness Testimony,Phone Records,CCTV Footage,street_crime,,,Person 15,,,+919429302447,,
67e0f450f10dbf0e224c9ebb,CID_845,2025-03-08T05:43:10.615Z,Point,80.234757,13.074707,Human Trafficking,Illegal trafficking operation uncovered,Critical,Under Investigation,Officer Dinesh,TNPD-248,Phone Records,,,public_disturbance,narcotics,,Person 90,,,+919868572785,,
67e0f450f10dbf0e224c9ebc,CID_846,2025-02-28T05:43:10.615Z,Point,80.191551,12.904675,Kidnapping,Abduction case reported,Critical,Closed,Inspector Suresh,TNPD-578,Phone Records,,,night,,,Person 86,Person 3,,+918390094384,+916993298802,
67e0f450f10dbf0e224c9ebd,CID_847,2025-03-16T05:43:10.615Z,Point,80.260777,12.982413,Human Trafficking,Children rescued from trafficking network,Critical,Pending Review,Officer Dinesh,TNPD-918,Eyewitness Testimony,Weapon Found,CCTV Footage,violence,,,Person 31,Person 46,Person 96,+918169721612,+918551494669,+916915913620
67e0f450f10dbf0e224c9ebe,CID_848,2025-03-07T05:43:10.615Z,Point,80.125871,12.958474,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Open,Officer Anita,TNPD-376,Weapon Found,DNA Sample,Phone Records,property_crime,,,Person 79,,,+918922569114,,
67e0f450f10dbf0e224c9ebf,CID_849,2025-03-06T05:43:10.615Z,Point,80.276709,12.938687,Vandalism,Graffiti on government buildings,Low,Open,Officer Vijay,TNPD-152,Phone Records,,,street_crime,,,Person 100,Person 24,Person 70,+919531170921,+916897738794,+916612264001
67e0f450f10dbf0e224c9ec0,CID_850,2025-03-18T05:43:10.615Z,Point,80.274996,12.937457,Extortion,Business owner threatened for money,High,Pending Review,Officer Priya,TNPD-669,Phone Records,,,day,property_crime,public_disturbance,,,,,,
67e0f450f10dbf0e224c9ec1,CID_851,2025-02-25T05:43:10.615Z,Point,80.294754,12.96315,Kidnapping,Abduction case reported,Critical,Open,Officer Vijay,TNPD-824,DNA Sample,Phone Records,,public_disturbance,cyber,day,Person 34,Person 73,Person 69,+919879893012,+917058068809,+918947538878
67e0f450f10dbf0e224c9ec2,CID_852,2025-03-16T05:43:10.615Z,Point,80.106453,12.900605,Vandalism,Graffiti on government buildings,Low,Pending Review,Officer Vijay,TNPD-459,Weapon Found,CCTV Footage,,narcotics,financial,organized_crime,Person 67,Person 25,Person 63,+917158405182,+918331720266,+918648307779
67e0f450f10dbf0e224c9ec3,CID_853,2025-03-07T05:43:10.615Z,Point,80.230233,12.906857,Fraud,Online scam reported,Medium,Under Investigation,Inspector Meera,TNPD-221,CCTV Footage,Phone Records,Eyewitness Testimony,cyber,,,Person 60,Person 69,,+919578061708,+916546465207,
67e0f450f10dbf0e224c9ec4,CID_854,2025-03-11T05:43:10.615Z,Point,80.140297,12.947944,Extortion,Criminal gang demanding protection money,High,Open,Officer Priya,TNPD-286,Weapon Found,Phone Records,Eyewitness Testimony,street_crime,night,organized_crime,Person 88,Person 35,,+917620423397,+918612503631,
67e0f450f10dbf0e224c9ec5,CID_855,2025-03-24T05:43:10.615Z,Point,80.260407,12.938006,Drug Possession,Illegal substances found during routine check,High,Open,Officer Dinesh,TNPD-632,CCTV Footage,Weapon Found,,property_crime,violence,,Person 92,,,+918362342427,,
67e0f450f10dbf0e224c9ec6,CID_856,2025-03-13T05:43:10.615Z,Point,80.197224,13.05793,Fraud,Online scam reported,Medium,Under Investigation,Inspector Meera,TNPD-929,DNA Sample,,,organized_crime,cyber,,Person 18,Person 1,Person 3,+919528266167,+917978221548,+917401990838
67e0f450f10dbf0e224c9ec7,CID_857,2025-03-15T05:43:10.615Z,Point,80.140959,12.987987,Human Trafficking,Illegal trafficking operation uncovered,Critical,Under Investigation,Narcotics Officer Surya,TNPD-862,Weapon Found,CCTV Footage,DNA Sample,public_disturbance,night,,Person 18,Person 46,Person 89,+919280789949,+918766711035,+918953344832
67e0f450f10dbf0e224c9ec8,CID_858,2025-02-28T05:43:10.615Z,Point,80.266889,13.002774,Cyber Crime,Phishing attack on corporate accounts,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-201,CCTV Footage,Phone Records,,public_disturbance,,,Person 55,Person 82,,+918721572761,+918669041449,
67e0f450f10dbf0e224c9ec9,CID_859,2025-02-26T05:43:10.615Z,Point,80.174553,13.028088,Cyber Crime,Phishing attack on corporate accounts,Medium,Under Investigation,Officer Arjun,TNPD-274,Weapon Found,DNA Sample,,financial,public_disturbance,property_crime,Person 23,Person 22,Person 9,+917402440687,+918210857248,+917261964434
67e0f450f10dbf0e224c9eca,CID_860,2025-02-23T05:43:10.615Z,Point,80.174668,13.096683,Kidnapping,Abduction case reported,Critical,Open,Officer Vijay,TNPD-136,CCTV Footage,Phone Records,DNA Sample,property_crime,public_disturbance,street_crime,,,,,,
67e0f450f10dbf0e224c9ecb,CID_861,2025-03-12T05:43:10.615Z,Point,80.202286,13.096923,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Open,Officer Anita,TNPD-576,Eyewitness Testimony,,,financial,,,Person 15,Person 4,,+919673260129,+918470355425,
67e0f450f10dbf0e224c9ecc,CID_862,2025-03-05T05:43:10.615Z,Point,80.288665,12.952655,Vandalism,Graffiti on government buildings,Low,Pending Review,Inspector Suresh,TNPD-499,Eyewitness Testimony,,,violence,,,Person 63,Person 74,,+917195101999,+919041033470,
67e0f450f10dbf0e224c9ecd,CID_863,2025-02-23T05:43:10.615Z,Point,80.26626,12.946711,Fraud,Credit card fraud at shopping mall,Medium,Open,Inspector Meera,TNPD-358,Phone Records,Weapon Found,CCTV Footage,narcotics,day,,Person 92,Person 19,Person 54,+918749986068,+917437340223,+919437879981
67e0f450f10dbf0e224c9ece,CID_864,2025-03-03T05:43:10.615Z,Point,80.174969,12.965733,Kidnapping,Abduction case reported,Critical,Pending Review,Inspector Suresh,TNPD-814,Weapon Found,CCTV Footage,Phone Records,day,,,Person 46,Person 75,,+916233169909,+919673418549,
67e0f450f10dbf0e224c9ecf,CID_865,2025-03-15T05:43:10.615Z,Point,80.146804,13.018877,Rape,Sexual assault reported near isolated area,Critical,Pending Review,Inspector Ramesh,TNPD-116,Phone Records,,,public_disturbance,,,,,,,,
67e0f450f10dbf0e224c9ed0,CID_866,2025-03-04T05:43:10.615Z,Point,80.160914,13.045796,Assault,Domestic violence reported,High,Closed,Inspector Ramesh,TNPD-784,Phone Records,CCTV Footage,Eyewitness Testimony,night,,,Person 98,Person 91,,+917294295857,+919847699609,
67e0f450f10dbf0e224c9ed1,CID_867,2025-02-22T05:43:10.615Z,Point,80.24789,13.008493,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Under Investigation,Inspector Ramesh,TNPD-568,DNA Sample,Phone Records,,violence,narcotics,day,Person 91,,,+917113220547,,
67e0f450f10dbf0e224c9ed2,CID_868,2025-03-08T05:43:10.615Z,Point,80.181612,13.002552,Human Trafficking,Children rescued from trafficking network,Critical,Open,Officer Dinesh,TNPD-793,DNA Sample,Phone Records,,night,property_crime,,Person 24,Person 81,Person 20,+919379882090,+918410370846,+916084648803
67e0f450f10dbf0e224c9ed3,CID_869,2025-02-25T05:43:10.615Z,Point,80.131,12.980652,Murder,Dead body found near railway track,Critical,Closed,Officer Anita,TNPD-114,Eyewitness Testimony,,,property_crime,cyber,,,,,,,
67e0f450f10dbf0e224c9ed4,CID_870,2025-03-10T05:43:10.615Z,Point,80.152639,12.905456,Murder,Dead body found near railway track,Critical,Under Investigation,Inspector Ramesh,TNPD-695,Eyewitness Testimony,,,day,,,Person 95,Person 67,Person 57,+918496144761,+916610796768,+916965856089
67e0f450f10dbf0e224c9ed5,CID_871,2025-02-28T05:43:10.615Z,Point,80.174822,12.933765,Murder,Dead body found near railway track,Critical,Open,Officer Anita,TNPD-303,Weapon Found,CCTV Footage,DNA Sample,financial,violence,,Person 37,Person 49,,+916345935792,+916710147094,
67e0f450f10dbf0e224c9ed6,CID_872,2025-02-22T05:43:10.615Z,Point,80.189823,12.911601,Assault,Physical altercation outside a pub,High,Under Investigation,Officer Anita,TNPD-170,Phone Records,Weapon Found,CCTV Footage,financial,,,Person 100,Person 55,,+918166038586,+918344387448,
67e0f450f10dbf0e224c9ed7,CID_873,2025-03-08T05:43:10.615Z,Point,80.141496,12.90912,Drug Possession,Illegal substances found during routine check,High,Open,Officer Dinesh,TNPD-391,Phone Records,Eyewitness Testimony,,cyber,organized_crime,property_crime,Person 17,Person 97,,+917918434710,+918883204927,
67e0f450f10dbf0e224c9ed8,CID_874,2025-03-09T05:43:10.615Z,Point,80.12794,12.931981,Cyber Crime,Phishing attack on corporate accounts,Medium,Under Investigation,Officer Arjun,TNPD-799,Eyewitness Testimony,,,violence,financial,night,Person 79,Person 15,,+918645467064,+918255275977,
67e0f450f10dbf0e224c9ed9,CID_875,2025-03-23T05:43:10.615Z,Point,80.162416,13.081338,Extortion,Criminal gang demanding protection money,High,Under Investigation,Inspector Meera,TNPD-424,Weapon Found,CCTV Footage,Phone Records,public_disturbance,,,Person 67,Person 68,Person 16,+919760243328,+918234029213,+917590590615
67e0f450f10dbf0e224c9eda,CID_876,2025-03-22T05:43:10.615Z,Point,80.27662,13.028645,Burglary,Home burglary in residential area,High,Under Investigation,Inspector Suresh,TNPD-829,Weapon Found,,,street_crime,night,property_crime,Person 35,Person 58,,+918006785176,+916307040403,
67e0f450f10dbf0e224c9edb,CID_877,2025-03-15T05:43:10.615Z,Point,80.260145,12.985495,Cyber Crime,Phishing attack on corporate accounts,Medium,Closed,Cyber Crime Specialist Rajesh,TNPD-588,Eyewitness Testimony,CCTV Footage,DNA Sample,day,violence,,Person 78,Person 21,,+918066602110,+918341083946,
67e0f450f10dbf0e224c9edc,CID_878,2025-03-20T05:43:10.615Z,Point,80.189938,13.022522,Theft,Vehicle theft in parking lot,Medium,Closed,Inspector Suresh,TNPD-507,Eyewitness Testimony,CCTV Footage,,property_crime,cyber,,Person 74,Person 14,Person 60,+918768228170,+919535393994,+919966202484
67e0f450f10dbf0e224c9edd,CID_879,2025-03-07T05:43:10.615Z,Point,80.117428,12.924724,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Open,Inspector Ramesh,TNPD-849,CCTV Footage,,,day,financial,,Person 21,Person 84,Person 19,+919464786129,+917580784010,+917720660382
67e0f450f10dbf0e224c9ede,CID_880,2025-03-09T05:43:10.615Z,Point,80.208668,12.916756,Human Trafficking,Children rescued from trafficking network,Critical,Under Investigation,Narcotics Officer Surya,TNPD-996,DNA Sample,CCTV Footage,,property_crime,organized_crime,night,Person 50,,,+918860748345,,
67e0f450f10dbf0e224c9edf,CID_881,2025-03-04T05:43:10.615Z,Point,80.294629,13.050182,Arson,Deliberate fire set in warehouse,High,Under Investigation,Officer Vijay,TNPD-184,Phone Records,,,street_crime,financial,,Person 27,,,+919938245307,,
67e0f450f10dbf0e224c9ee0,CID_882,2025-02-27T05:43:10.615Z,Point,80.298193,13.068253,Arson,Suspected arson at marketplace,High,Open,Inspector Suresh,TNPD-348,Weapon Found,Eyewitness Testimony,,property_crime,street_crime,,Person 100,,,+916487753443,,
67e0f450f10dbf0e224c9ee1,CID_883,2025-03-07T05:43:10.615Z,Point,80.217793,12.980381,Murder,Dead body found near railway track,Critical,Pending Review,Sub-Inspector Kumar,TNPD-791,DNA Sample,Weapon Found,Phone Records,street_crime,,,Person 13,Person 57,,+918545543078,+917759353988,
67e0f450f10dbf0e224c9ee2,CID_884,2025-03-11T05:43:10.615Z,Point,80.121918,12.905535,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Officer Vijay,TNPD-560,Phone Records,,,street_crime,day,property_crime,,,,,,
67e0f450f10dbf0e224c9ee3,CID_885,2025-03-18T05:43:10.615Z,Point,80.284559,12.967159,Theft,Snatch theft near ATM,Medium,Open,Officer Vijay,TNPD-848,CCTV Footage,,,cyber,,,,,,,,
67e0f450f10dbf0e224c9ee4,CID_886,2025-03-23T05:43:10.615Z,Point,80.265505,13.018217,Arson,Deliberate fire set in warehouse,High,Under Investigation,Inspector Suresh,TNPD-221,Weapon Found,CCTV Footage,Phone Records,public_disturbance,,,Person 69,Person 20,,+918847303196,+918295953949,
67e0f450f10dbf0e224c9ee5,CID_887,2025-03-19T05:43:10.615Z,Point,80.148171,13.070465,Rape,Attempted rape case filed,Critical,Under Investigation,Officer Anita,TNPD-292,Phone Records,,,financial,public_disturbance,,Person 65,,,+918840179467,,
67e0f450f10dbf0e224c9ee6,CID_888,2025-03-24T05:43:10.615Z,Point,80.285263,13.078738,Extortion,Criminal gang demanding protection money,High,Pending Review,Inspector Meera,TNPD-778,Phone Records,Eyewitness Testimony,DNA Sample,violence,public_disturbance,cyber,,,,,,
67e0f450f10dbf0e224c9ee7,CID_889,2025-03-06T05:43:10.615Z,Point,80.199204,12.950214,Assault,Domestic violence reported,High,Closed,Sub-Inspector Kumar,TNPD-350,Eyewitness Testimony,CCTV Footage,,street_crime,violence,,Person 28,Person 26,,+916511159815,+917542526279,
67e0f450f10dbf0e224c9ee8,CID_890,2025-03-14T05:43:10.615Z,Point,80.14445,13.032153,Burglary,Home burglary in residential area,High,Open,Officer Vijay,TNPD-792,Eyewitness Testimony,DNA Sample,CCTV Footage,property_crime,financial,violence,Person 94,,,+919329023795,,
67e0f450f10dbf0e224c9ee9,CID_891,2025-02-25T05:43:10.615Z,Point,80.156878,12.962828,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Open,Officer Anita,TNPD-550,Eyewitness Testimony,CCTV Footage,Phone Records,narcotics,,,Person 59,Person 11,,+918126861755,+917792183446,
67e0f450f10dbf0e224c9eea,CID_892,2025-03-14T05:43:10.615Z,Point,80.270058,12.919463,Arson,Deliberate fire set in warehouse,High,Pending Review,Inspector Suresh,TNPD-425,Phone Records,CCTV Footage,Weapon Found,financial,narcotics,,,,,,,
67e0f450f10dbf0e224c9eeb,CID_893,2025-03-03T05:43:10.615Z,Point,80.283026,13.049229,Vandalism,Graffiti on government buildings,Low,Under Investigation,Inspector Suresh,TNPD-924,CCTV Footage,DNA Sample,,organized_crime,day,,,,,,,
67e0f450f10dbf0e224c9eec,CID_894,2025-03-09T05:43:10.615Z,Point,80.202224,12.901572,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Officer Vijay,TNPD-884,CCTV Footage,Eyewitness Testimony,Weapon Found,financial,property_crime,,Person 86,Person 28,,+917933610653,+917305934221,
67e0f450f10dbf0e224c9eed,CID_895,2025-03-08T05:43:10.615Z,Point,80.207841,12.910331,Kidnapping,Abduction case reported,Critical,Open,Inspector Suresh,TNPD-775,Phone Records,Eyewitness Testimony,CCTV Footage,financial,night,,Person 44,Person 24,,+919361700496,+917925615441,
67e0f450f10dbf0e224c9eee,CID_896,2025-03-24T05:43:10.615Z,Point,80.220598,12.920907,Human Trafficking,Illegal trafficking operation uncovered,Critical,Closed,Officer Dinesh,TNPD-377,Weapon Found,Eyewitness Testimony,,violence,,,Person 45,Person 24,Person 9,+919685953351,+916151061749,+917538761655
67e0f450f10dbf0e224c9eef,CID_897,2025-03-09T05:43:10.615Z,Point,80.265301,12.917019,Burglary,Shop break-in during midnight,High,Open,Inspector Suresh,TNPD-322,Phone Records,,,property_crime,,,Person 16,Person 100,,+918705782406,+917363160734,
67e0f450f10dbf0e224c9ef0,CID_898,2025-03-10T05:43:10.615Z,Point,80.231055,12.996982,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Inspector Suresh,TNPD-495,Eyewitness Testimony,,,day,violence,financial,,,,,,
67e0f450f10dbf0e224c9ef1,CID_899,2025-02-23T05:43:10.615Z,Point,80.135635,13.083317,Extortion,Business owner threatened for money,High,Open,Inspector Meera,TNPD-465,DNA Sample,Eyewitness Testimony,,organized_crime,cyber,day,,,,,,
67e0f450f10dbf0e224c9ef2,CID_900,2025-03-01T05:43:10.615Z,Point,80.276887,13.03851,Extortion,Criminal gang demanding protection money,High,Under Investigation,Officer Priya,TNPD-588,Phone Records,,,violence,narcotics,,,,,,,
67e0f450f10dbf0e224c9ef3,CID_901,2025-03-18T05:43:10.615Z,Point,80.109294,12.910166,Fraud,Credit card fraud at shopping mall,Medium,Open,Officer Priya,TNPD-200,CCTV Footage,,,street_crime,property_crime,,Person 66,Person 70,,+919764902816,+917842228483,
67e0f450f10dbf0e224c9ef4,CID_902,2025-02-24T05:43:10.615Z,Point,80.269648,13.002938,Cyber Crime,Unauthorized access to personal data,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-341,Phone Records,,,narcotics,,,Person 32,,,+919902855475,,
